id,pred_score
UniRef100_A0A414ZPS3 CRISPR-associated endonuclease Cas9 n=1 Tax=[Eubacterium] rectale TaxID=39491 RepID=A0A414ZPS3_9FIRM,0.48139069758620423
UniRef100_A0A414ZLT7 CRISPR-associated endonuclease Cas9 n=1 Tax=[Eubacterium] rectale TaxID=39491 RepID=A0A414ZLT7_9FIRM,0.5143004476726472
UniRef100_A0A3G8Y985 CRISPR-associated endonuclease Cas9 n=1 Tax=Epilithonimonas vandammei TaxID=2487072 RepID=A0A3G8Y985_9FLAO,0.5425415325947509
UniRef100_A0A417PQK5 CRISPR-associated endonuclease Cas9 n=2 Tax=Ruminococcus sp. OM08-7 TaxID=2292376 RepID=A0A417PQK5_9FIRM,0.48648224845209975
UniRef100_A0A1E9DYC7 CRISPR-associated endonuclease Cas9 n=1 Tax=Streptococcus sp. HMSC062B01 TaxID=1739284 RepID=A0A1E9DYC7_9STRE,0.5212449007196763
UniRef100_B6W3J8 CRISPR-associated endonuclease Cas9 n=2 Tax=Phocaeicola dorei TaxID=357276 RepID=B6W3J8_9BACT,0.6079036251968885
UniRef100_A0A2T5IVF0 CRISPR-associated endonuclease Cas9 n=1 Tax=Nitrosomonas ureae TaxID=44577 RepID=A0A2T5IVF0_9PROT,0.5259120934175506
UniRef100_A0A4Q1A910 Type II-B CRISPR-associated RNA-guided endonuclease Cas9/Csx12 n=1 Tax=Arcobacter sp. CECT 9299 TaxID=2044506 RepID=A0A4Q1A910_9PROT,0.5032298040540546
UniRef100_A0A428GD61 CRISPR-associated endonuclease Cas9 n=1 Tax=Streptococcus cristatus TaxID=45634 RepID=A0A428GD61_STRCR,0.5243964981735052
UniRef100_A0A7Z8WPM5 CRISPR-associated endonuclease Cas9 n=1 Tax=Enterococcus sp. N041.A-2 TaxID=2315836 RepID=A0A7Z8WPM5_9ENTE,0.4620140790929064
UniRef100_A0A3R9IHS7 CRISPR-associated endonuclease Cas9 n=1 Tax=Streptococcus cristatus TaxID=45634 RepID=A0A3R9IHS7_STRCR,0.5170610149371807
UniRef100_A0A414PBF9 CRISPR-associated endonuclease Cas9 n=1 Tax=Ruminococcus gnavus TaxID=33038 RepID=A0A414PBF9_RUMGN,0.5674052403924753
UniRef100_A0A6A8DEB7 CRISPR-associated endonuclease Cas9 n=1 Tax=Lactobacillus reuteri TaxID=1598 RepID=A0A6A8DEB7_LACRE,0.5328948829580111
UniRef100_A0A5B0DAS4 CRISPR-associated endonuclease Cas9 n=1 Tax=Streptococcus cristatus TaxID=45634 RepID=A0A5B0DAS4_STRCR,0.5259380480080721
UniRef100_A0A4R6CQE3 Type II CRISPR RNA-guided endonuclease Cas9 n=4 Tax=Lactobacillus crispatus TaxID=47770 RepID=A0A4R6CQE3_9LACO,0.5432878901748655
UniRef100_A0A0A2YBT2 CRISPR-associated endonuclease Cas9 n=1 Tax=Gallibacterium anatis IPDH697-78 TaxID=1396514 RepID=A0A0A2YBT2_9PAST,0.53532652149687
UniRef100_A0A5C4THT2 CRISPR-associated endonuclease Cas9 n=1 Tax=Fructilactobacillus sanfranciscensis TaxID=1625 RepID=A0A5C4THT2_FRUSA,0.5281100524256169
UniRef100_A0A285BZY5 CRISPR-associated endonuclease Cas9 n=1 Tax=Nitrosomonas ureae TaxID=44577 RepID=A0A285BZY5_9PROT,0.5259120934175506
UniRef100_A0A428GKX8 CRISPR-associated endonuclease Cas9 n=1 Tax=Streptococcus cristatus TaxID=45634 RepID=A0A428GKX8_STRCR,0.5207077343951498
