id,pred_score
sp|A0R152|RNE_MYCS2 Ribonuclease E OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=rne PE=1 SV=1,0.4815177191363626
sp|A1ZAW0|DCR2_DROME Endoribonuclease Dcr-2 OS=Drosophila melanogaster OX=7227 GN=Dcr-2 PE=1 SV=1,0.4521204692169394
sp|A7LFZ6|DCL4_ORYSJ Endoribonuclease Dicer homolog 4 OS=Oryza sativa subsp. japonica OX=39947 GN=DCL4 PE=2 SV=1,0.41031147166592435
sp|B1WC58|CTIP_RAT DNA endonuclease RBBP8 OS=Rattus norvegicus OX=10116 GN=Rbbp8 PE=2 SV=1,0.47878138452099095
sp|D2HNY3|FAN1_AILME Fanconi-associated nuclease 1 OS=Ailuropoda melanoleuca OX=9646 GN=FAN1 PE=3 SV=2,0.4728619191371439
sp|F1NQJ3|PMS2_CHICK Mismatch repair endonuclease PMS2 OS=Gallus gallus OX=9031 GN=PMS2 PE=2 SV=3,0.466677684796141
"sp|F4IV66|RNE_ARATH Ribonuclease E/G-like protein, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=RNE PE=1 SV=1",0.4622261355506033
sp|H9T8G6|CDIA9_BURPE tRNA nuclease CdiA (Fragment) OS=Burkholderia pseudomallei OX=28450 GN=cdiA PE=1 SV=1,0.48899145250957976
sp|O01326|RNC_CAEEL Ribonuclease 3 OS=Caenorhabditis elegans OX=6239 GN=drsh-1 PE=2 SV=2,0.48518224093944523
sp|O14040|DI3L2_SCHPO DIS3-like exonuclease 2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=dis32 PE=1 SV=1,0.47320597033366907
sp|P08956|T1RK_ECOLI Type I restriction enzyme EcoKI endonuclease subunit OS=Escherichia coli (strain K12) OX=83333 GN=hsdR PE=1 SV=3,0.46645597096670455
sp|P10486|T1R1_ECOLX Type I restriction enzyme EcoR124I/EcoR124II endonuclease subunit OS=Escherichia coli OX=562 GN=hsdR PE=1 SV=2,0.514882913092227
sp|P13458|SBCC_ECOLI Nuclease SbcCD subunit C OS=Escherichia coli (strain K12) OX=83333 GN=sbcC PE=1 SV=1,0.4857970310362027
sp|P21499|RNR_ECOLI Ribonuclease R OS=Escherichia coli (strain K12) OX=83333 GN=rnr PE=1 SV=2,0.4377283868360488
sp|P21513|RNE_ECOLI Ribonuclease E OS=Escherichia coli (strain K12) OX=83333 GN=rne PE=1 SV=6,0.5169154637971831
sp|P22147|XRN1_YEAST 5'-3' exoribonuclease 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=XRN1 PE=1 SV=1,0.43623038352786664
sp|P31384|CCR4_YEAST CCR4-Not complex 3'-5'-exoribonuclease subunit Ccr4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CCR4 PE=1 SV=2,0.49027818243193294
sp|P34607|MUT7_CAEEL Exonuclease mut-7 OS=Caenorhabditis elegans OX=6239 GN=mut-7 PE=1 SV=1,0.530081858863933
sp|P37202|DIS3_SCHPO Exosome complex exonuclease dis3 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=dis3 PE=1 SV=1,0.49536005181083015
"sp|P39112|DSS1_YEAST Exoribonuclease II, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DSS1 PE=1 SV=2",0.4477161621833309
sp|P40383|XRN1_SCHPO 5'-3' exoribonuclease 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=exo2 PE=1 SV=1,0.4263208745304351
sp|P40848|XRN2_SCHPO 5'-3' exoribonuclease 2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=dhp1 PE=1 SV=1,0.45473546264960185
sp|P54278|PMS2_HUMAN Mismatch repair endonuclease PMS2 OS=Homo sapiens OX=9606 GN=PMS2 PE=1 SV=2,0.4364432562121653
sp|P54279|PMS2_MOUSE Mismatch repair endonuclease PMS2 OS=Mus musculus OX=10090 GN=Pms2 PE=2 SV=2,0.4496012092052326
sp|P54602|YHCR_BACSU Endonuclease YhcR OS=Bacillus subtilis (strain 168) OX=224308 GN=yhcR PE=1 SV=1,0.45427364010333576
sp|P71629|CAS10_MYCTU CRISPR system single-strand-specific deoxyribonuclease Cas10/Csm1 (subtype III-A) OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=cas10 PE=1 SV=1,0.4903597987170144
sp|P71905|RNE_MYCTU Ribonuclease E OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=rne PE=1 SV=2,0.4643164043212101
sp|P90740|FAN1_CAEEL Fanconi-associated nuclease 1 homolog OS=Caenorhabditis elegans OX=6239 GN=fan-1 PE=1 SV=1,0.45596007188677445
sp|P97789|XRN1_MOUSE 5'-3' exoribonuclease 1 OS=Mus musculus OX=10090 GN=Xrn1 PE=1 SV=1,0.4885213124405236
"sp|Q02773|RPM2_YEAST Ribonuclease P protein component, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPM2 PE=1 SV=1",0.48499908822443116
sp|Q02792|XRN2_YEAST 5'-3' exoribonuclease 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RAT1 PE=1 SV=3,0.47016928228861743
