id,pred_score
UniRef100_A0A414ZPS3 CRISPR-associated endonuclease Cas9 n=1 Tax=[Eubacterium] rectale TaxID=39491 RepID=A0A414ZPS3_9FIRM,0.8866900053312463
UniRef100_A0A414ZLT7 CRISPR-associated endonuclease Cas9 n=1 Tax=[Eubacterium] rectale TaxID=39491 RepID=A0A414ZLT7_9FIRM,0.5625833432410777
UniRef100_A0A3G8Y985 CRISPR-associated endonuclease Cas9 n=1 Tax=Epilithonimonas vandammei TaxID=2487072 RepID=A0A3G8Y985_9FLAO,0.918321795312125
UniRef100_A0A417PQK5 CRISPR-associated endonuclease Cas9 n=2 Tax=Ruminococcus sp. OM08-7 TaxID=2292376 RepID=A0A417PQK5_9FIRM,0.8628173693497934
UniRef100_A0A1E9DYC7 CRISPR-associated endonuclease Cas9 n=1 Tax=Streptococcus sp. HMSC062B01 TaxID=1739284 RepID=A0A1E9DYC7_9STRE,0.4395963474969103
UniRef100_B6W3J8 CRISPR-associated endonuclease Cas9 n=2 Tax=Phocaeicola dorei TaxID=357276 RepID=B6W3J8_9BACT,0.5590516228665949
UniRef100_A0A2T5IVF0 CRISPR-associated endonuclease Cas9 n=1 Tax=Nitrosomonas ureae TaxID=44577 RepID=A0A2T5IVF0_9PROT,0.40415879020170353
UniRef100_A0A4Q1A910 Type II-B CRISPR-associated RNA-guided endonuclease Cas9/Csx12 n=1 Tax=Arcobacter sp. CECT 9299 TaxID=2044506 RepID=A0A4Q1A910_9PROT,0.5
UniRef100_A0A428GD61 CRISPR-associated endonuclease Cas9 n=1 Tax=Streptococcus cristatus TaxID=45634 RepID=A0A428GD61_STRCR,0.9595284475153883
UniRef100_A0A7Z8WPM5 CRISPR-associated endonuclease Cas9 n=1 Tax=Enterococcus sp. N041.A-2 TaxID=2315836 RepID=A0A7Z8WPM5_9ENTE,0.48917913679948877
UniRef100_A0A3R9IHS7 CRISPR-associated endonuclease Cas9 n=1 Tax=Streptococcus cristatus TaxID=45634 RepID=A0A3R9IHS7_STRCR,0.9392068571157507
UniRef100_A0A414PBF9 CRISPR-associated endonuclease Cas9 n=1 Tax=Ruminococcus gnavus TaxID=33038 RepID=A0A414PBF9_RUMGN,0.7001597722776972
UniRef100_A0A6A8DEB7 CRISPR-associated endonuclease Cas9 n=1 Tax=Lactobacillus reuteri TaxID=1598 RepID=A0A6A8DEB7_LACRE,0.6098342107994229
UniRef100_A0A5B0DAS4 CRISPR-associated endonuclease Cas9 n=1 Tax=Streptococcus cristatus TaxID=45634 RepID=A0A5B0DAS4_STRCR,0.8688314139983039
UniRef100_A0A4R6CQE3 Type II CRISPR RNA-guided endonuclease Cas9 n=4 Tax=Lactobacillus crispatus TaxID=47770 RepID=A0A4R6CQE3_9LACO,0.6422549534179005
UniRef100_A0A0A2YBT2 CRISPR-associated endonuclease Cas9 n=1 Tax=Gallibacterium anatis IPDH697-78 TaxID=1396514 RepID=A0A0A2YBT2_9PAST,0.575573434667973
UniRef100_A0A5C4THT2 CRISPR-associated endonuclease Cas9 n=1 Tax=Fructilactobacillus sanfranciscensis TaxID=1625 RepID=A0A5C4THT2_FRUSA,0.8700422988096328
UniRef100_A0A285BZY5 CRISPR-associated endonuclease Cas9 n=1 Tax=Nitrosomonas ureae TaxID=44577 RepID=A0A285BZY5_9PROT,0.6692540273841262
UniRef100_A0A428GKX8 CRISPR-associated endonuclease Cas9 n=1 Tax=Streptococcus cristatus TaxID=45634 RepID=A0A428GKX8_STRCR,0.835445256906191
UniRef100_A0A1X3DJK4 CRISPR-associated endonuclease Cas9 n=1 Tax=Neisseria dumasiana TaxID=1931275 RepID=A0A1X3DJK4_9NEIS,0.6192388526537411
UniRef100_A0A413U935 CRISPR-associated endonuclease Cas9 n=1 Tax=Holdemanella biformis TaxID=1735 RepID=A0A413U935_9FIRM,0.6286530378682932
UniRef100_A0A3A6E5R1 CRISPR-associated endonuclease Cas9 n=1 Tax=Subdoligranulum sp. AF14-43 TaxID=2302959 RepID=A0A3A6E5R1_9FIRM,0.6958580720994506
UniRef100_A0A5Z1RQY5 CRISPR-associated endonuclease Cas9 n=1 Tax=Campylobacter coli TaxID=195 RepID=A0A5Z1RQY5_CAMCO,0.7854046354958506
UniRef100_A0A5T0EBP6 CRISPR-associated endonuclease Cas9 n=1 Tax=Campylobacter coli TaxID=195 RepID=A0A5T0EBP6_CAMCO,0.8011330755577365
UniRef100_A0A7T9ZFB0 CRISPR-associated endonuclease Cas9 n=2 Tax=Pediococcus acidilactici TaxID=1254 RepID=A0A7T9ZFB0_PEDAC,0.9223832845092652
UniRef100_A0A8A8L871 Type II CRISPR RNA-guided endonuclease Cas9 n=2 Tax=Lactobacillus TaxID=1578 RepID=A0A8A8L871_LACGS,0.47669383093492645
UniRef100_A0A6G2JUX2 CRISPR-associated endonuclease Cas9 n=1 Tax=Acidimicrobiales bacterium TaxID=2201156 RepID=A0A6G2JUX2_9ACTN,0.5432917267918639
UniRef100_G6AFY6 CRISPR-associated endonuclease Cas9 n=2 Tax=Prevotella histicola TaxID=470565 RepID=G6AFY6_9BACT,0.648335731276714
UniRef100_A0A5Z2N9G7 CRISPR-associated endonuclease Cas9 n=3 Tax=Campylobacter TaxID=194 RepID=A0A5Z2N9G7_CAMCO,0.8181227614799883
UniRef100_K2FGU4 CRISPR-associated endonuclease Cas9 n=1 Tax=uncultured bacterium TaxID=77133 RepID=K2FGU4_9BACT,0.37188385607754393
UniRef100_A0A5T1DHP6 CRISPR-associated endonuclease Cas9 n=1 Tax=Campylobacter jejuni TaxID=197 RepID=A0A5T1DHP6_CAMJU,0.8214824991833964
UniRef100_A0A6B1ZA56 CRISPR-associated endonuclease Cas9 n=1 Tax=Enterococcus hirae TaxID=1354 RepID=A0A6B1ZA56_ENTHR,0.672388650860636
UniRef100_A0A378ZQX4 CRISPR-associated endonuclease Cas9 n=2 Tax=Pannonibacter phragmitetus TaxID=121719 RepID=A0A378ZQX4_9HYPH,0.4579371902610084
UniRef100_A0A7X0ZWH5 CRISPR-associated endonuclease Cas9 n=1 Tax=Listeria booriae TaxID=1552123 RepID=A0A7X0ZWH5_9LIST,0.737486102128383
UniRef100_A0A096CIC5 CRISPR-associated endonuclease Cas9 n=1 Tax=Prevotella bivia DNF00320 TaxID=1401068 RepID=A0A096CIC5_9BACT,0.8949461883622146
UniRef100_A0A246EN17 CRISPR-associated endonuclease Cas9 n=1 Tax=Prevotella nigrescens TaxID=28133 RepID=A0A246EN17_9BACT,0.8486999431937718
UniRef100_A0A3E0IMR1 CRISPR-associated endonuclease Cas9 n=1 Tax=Staphylococcus felis TaxID=46127 RepID=A0A3E0IMR1_9STAP,0.7745638071108402
UniRef100_E4ZF34 CRISPR-associated endonuclease Cas9 n=1 Tax=Neisseria lactamica (strain 020-06) TaxID=489653 RepID=E4ZF34_NEIL0,0.8442916437030882
UniRef100_A0A174LFF7 CRISPR-associated endonuclease Cas9 n=1 Tax=Anaerostipes hadrus TaxID=649756 RepID=A0A174LFF7_ANAHA,0.2907878723707982
UniRef100_A0A0E2EGB1 CRISPR-associated endonuclease Cas9 n=1 Tax=Treponema denticola H-22 TaxID=999432 RepID=A0A0E2EGB1_TREDN,0.6870831662646935
UniRef100_A0A1P8JCZ1 CRISPR-associated endonuclease Cas9 n=1 Tax=Prevotella intermedia ATCC 25611 = DSM 20706 TaxID=1122984 RepID=A0A1P8JCZ1_PREIN,0.5686199765499267
UniRef100_H1GG18 CRISPR-associated endonuclease Cas9 n=4 Tax=Bacteria TaxID=2 RepID=H1GG18_LISIO,0.6481463651721227
UniRef100_A0A173SPI3 CRISPR-associated endonuclease Cas9 n=1 Tax=Anaerostipes hadrus TaxID=649756 RepID=A0A173SPI3_ANAHA,0.3389595705301377
UniRef100_A0A015SZB2 CRISPR-associated endonuclease Cas9 n=1 Tax=Bacteroides fragilis str. 3986 N(B)19 TaxID=1339289 RepID=A0A015SZB2_BACFG,0.7176586276746394
UniRef100_A0A6N7BTN7 CRISPR-associated endonuclease Cas9 n=1 Tax=Pediococcus pentosaceus TaxID=1255 RepID=A0A6N7BTN7_PEDPE,0.8315180132345572
UniRef100_A0A424FJZ2 CRISPR-associated endonuclease Cas9 n=1 Tax=Neisseria meningitidis TaxID=487 RepID=A0A424FJZ2_NEIME,0.7539270747916241
UniRef100_A0A414SWS9 CRISPR-associated endonuclease Cas9 n=2 Tax=Roseburia intestinalis TaxID=166486 RepID=A0A414SWS9_9FIRM,0.67631444564944
UniRef100_A0A416U192 CRISPR-associated endonuclease Cas9 n=1 Tax=Blautia sp. AF17-9LB TaxID=2292959 RepID=A0A416U192_9FIRM,0.6812219499927815
UniRef100_A0A1M7FGK0 CRISPR-associated endonuclease Cas9 n=1 Tax=Flavobacterium xanthum TaxID=69322 RepID=A0A1M7FGK0_9FLAO,0.5981354558771659
