id,pred_score
sp|A0R152|RNE_MYCS2 Ribonuclease E OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=rne PE=1 SV=1,0.6154704552140118
sp|A1ZAW0|DCR2_DROME Endoribonuclease Dcr-2 OS=Drosophila melanogaster OX=7227 GN=Dcr-2 PE=1 SV=1,0.037029064566551584
sp|A7LFZ6|DCL4_ORYSJ Endoribonuclease Dicer homolog 4 OS=Oryza sativa subsp. japonica OX=39947 GN=DCL4 PE=2 SV=1,0.06505535266691696
sp|B1WC58|CTIP_RAT DNA endonuclease RBBP8 OS=Rattus norvegicus OX=10116 GN=Rbbp8 PE=2 SV=1,0.060353446037518056
sp|D2HNY3|FAN1_AILME Fanconi-associated nuclease 1 OS=Ailuropoda melanoleuca OX=9646 GN=FAN1 PE=3 SV=2,0.22716554531709984
sp|F1NQJ3|PMS2_CHICK Mismatch repair endonuclease PMS2 OS=Gallus gallus OX=9031 GN=PMS2 PE=2 SV=3,0.07373855589038539
"sp|F4IV66|RNE_ARATH Ribonuclease E/G-like protein, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=RNE PE=1 SV=1",0.6457767957414716
sp|H9T8G6|CDIA9_BURPE tRNA nuclease CdiA (Fragment) OS=Burkholderia pseudomallei OX=28450 GN=cdiA PE=1 SV=1,0.02939373634189344
sp|O01326|RNC_CAEEL Ribonuclease 3 OS=Caenorhabditis elegans OX=6239 GN=drsh-1 PE=2 SV=2,0.13990395227979965
sp|O14040|DI3L2_SCHPO DIS3-like exonuclease 2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=dis32 PE=1 SV=1,0.5654238228609697
sp|P08956|T1RK_ECOLI Type I restriction enzyme EcoKI endonuclease subunit OS=Escherichia coli (strain K12) OX=83333 GN=hsdR PE=1 SV=3,0.1727256796912389
sp|P10486|T1R1_ECOLX Type I restriction enzyme EcoR124I/EcoR124II endonuclease subunit OS=Escherichia coli OX=562 GN=hsdR PE=1 SV=2,0.3128745991470578
sp|P13458|SBCC_ECOLI Nuclease SbcCD subunit C OS=Escherichia coli (strain K12) OX=83333 GN=sbcC PE=1 SV=1,0.17141367686534012
sp|P21499|RNR_ECOLI Ribonuclease R OS=Escherichia coli (strain K12) OX=83333 GN=rnr PE=1 SV=2,0.04479497884977993
sp|P21513|RNE_ECOLI Ribonuclease E OS=Escherichia coli (strain K12) OX=83333 GN=rne PE=1 SV=6,0.07782030985475372
sp|P22147|XRN1_YEAST 5'-3' exoribonuclease 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=XRN1 PE=1 SV=1,0.7537777123034748
sp|P31384|CCR4_YEAST CCR4-Not complex 3'-5'-exoribonuclease subunit Ccr4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CCR4 PE=1 SV=2,0.03853054559584824
sp|P34607|MUT7_CAEEL Exonuclease mut-7 OS=Caenorhabditis elegans OX=6239 GN=mut-7 PE=1 SV=1,0.005659588059410782
sp|P37202|DIS3_SCHPO Exosome complex exonuclease dis3 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=dis3 PE=1 SV=1,0.07872446028379794
"sp|P39112|DSS1_YEAST Exoribonuclease II, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DSS1 PE=1 SV=2",0.04889947255988518
sp|P40383|XRN1_SCHPO 5'-3' exoribonuclease 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=exo2 PE=1 SV=1,0.17222003582713893
sp|P40848|XRN2_SCHPO 5'-3' exoribonuclease 2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=dhp1 PE=1 SV=1,0.8235947402639785
sp|P54278|PMS2_HUMAN Mismatch repair endonuclease PMS2 OS=Homo sapiens OX=9606 GN=PMS2 PE=1 SV=2,0.01568376097832635
sp|P54279|PMS2_MOUSE Mismatch repair endonuclease PMS2 OS=Mus musculus OX=10090 GN=Pms2 PE=2 SV=2,0.01289128564670113
sp|P54602|YHCR_BACSU Endonuclease YhcR OS=Bacillus subtilis (strain 168) OX=224308 GN=yhcR PE=1 SV=1,0.5404329407395293
sp|P71629|CAS10_MYCTU CRISPR system single-strand-specific deoxyribonuclease Cas10/Csm1 (subtype III-A) OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=cas10 PE=1 SV=1,0.014137306655561234
sp|P71905|RNE_MYCTU Ribonuclease E OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=rne PE=1 SV=2,0.49120035476466195
sp|P90740|FAN1_CAEEL Fanconi-associated nuclease 1 homolog OS=Caenorhabditis elegans OX=6239 GN=fan-1 PE=1 SV=1,0.08522819904550116
sp|P97789|XRN1_MOUSE 5'-3' exoribonuclease 1 OS=Mus musculus OX=10090 GN=Xrn1 PE=1 SV=1,0.8975627902865948
"sp|Q02773|RPM2_YEAST Ribonuclease P protein component, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPM2 PE=1 SV=1",0.12585158251078254
sp|Q02792|XRN2_YEAST 5'-3' exoribonuclease 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RAT1 PE=1 SV=3,0.12750416385152868
sp|Q08162|RRP44_YEAST Exosome complex exonuclease DIS3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DIS3 PE=1 SV=1,0.31824407244574
sp|Q17RS7|GEN_HUMAN Flap endonuclease GEN homolog 1 OS=Homo sapiens OX=9606 GN=GEN1 PE=1 SV=2,0.1298390025301483
sp|Q1LWH4|FAN1_DANRE Fanconi-associated nuclease 1 OS=Danio rerio OX=7955 GN=fan1 PE=2 SV=2,0.25114100599108463
sp|Q24087|XPF_DROME DNA repair endonuclease XPF OS=Drosophila melanogaster OX=7227 GN=mei-9 PE=1 SV=2,0.03000351902645635
sp|Q3EBC8|DCL2_ARATH Endoribonuclease Dicer homolog 2 OS=Arabidopsis thaliana OX=3702 GN=At3g03300 PE=1 SV=2,0.10405948886350956
